,Orientation,TR1,TR2,TR3
77,-12.5,8154.0,7785.0,4537.0
78,-11.5,8070.0,7414.0,4530.0
79,-10.5,8110.0,7519.0,4546.0
80,-9.5,8180.0,7323.0,4415.0
81,-8.5,8109.0,7223.0,4330.0
82,-7.5,8476.0,7097.0,4204.0
83,-6.5,8446.0,6885.0,4325.0
84,-5.5,8503.0,6683.0,4247.0
85,-4.5,8224.0,6632.0,4246.0
86,-3.5,8434.0,6362.0,4391.0
87,-2.5,8237.0,6223.0,4352.0
88,-1.5,8250.0,6188.0,4373.0
89,-0.5,8504.0,6070.0,4338.0
90,0.5,8616.0,6018.0,4359.0
91,1.5,8813.0,6025.0,4595.0
92,2.5,8837.0,6030.0,4301.0
93,3.5,8897.0,6186.0,4328.0
94,4.5,9041.0,5890.0,4375.0
95,5.5,8985.0,6139.0,4461.0
96,6.5,8848.0,5966.0,4249.0
97,7.5,8761.0,5797.0,4244.0
98,8.5,8811.0,5671.0,4362.0
99,9.5,8894.0,5627.0,4389.0
100,10.5,8727.0,5566.0,4402.0
101,11.5,8879.0,5364.0,4564.0
102,12.5,8851.0,5319.0,4420.0
103,13.5,8969.0,5322.0,4350.0
104,14.5,9122.0,5315.0,4369.0
105,15.5,9423.0,5320.0,4521.0
106,16.5,9332.0,5337.0,4454.0
107,17.5,9369.0,5300.0,4587.0
108,18.5,9589.0,5153.0,4792.0
109,19.5,9582.0,5282.0,4865.0
110,20.5,9722.0,5365.0,5148.0
111,21.5,9618.0,5474.0,5370.0
112,22.5,9332.0,5446.0,5406.0
113,23.5,9067.0,5456.0,5429.0
114,24.5,9144.0,5571.0,5620.0
115,25.5,8882.0,5390.0,5919.0
116,26.5,8951.0,5548.0,6127.0
117,27.5,9152.0,5594.0,6158.0
118,28.5,9102.0,5609.0,6587.0
119,29.5,8937.0,5714.0,6720.0
120,30.5,8892.0,5486.0,6915.0
121,31.5,8454.0,5794.0,7160.0
122,32.5,8350.0,5798.0,7503.0
123,33.5,8438.0,5848.0,7671.0
124,34.5,8473.0,5939.0,7995.0
125,35.5,8577.0,5816.0,8188.0
126,36.5,8405.0,5850.0,8440.0
127,37.5,8241.0,6099.0,8745.0
128,38.5,7888.0,6233.0,9082.0
129,39.5,7449.0,6428.0,8905.0
130,40.5,7426.0,6467.0,8695.0
131,41.5,7342.0,6528.0,8686.0
132,42.5,7246.0,6452.0,8795.0
133,43.5,7115.0,6558.0,8725.0
134,44.5,6573.0,6269.0,8178.0
135,45.5,6291.0,6226.0,8129.0
136,46.5,6113.0,6179.0,7991.0
137,47.5,6214.0,5913.0,7895.0
138,48.5,5705.0,5545.0,8042.0
139,49.5,5515.0,5463.0,7855.0
140,50.5,5262.0,5360.0,7897.0
141,51.5,4928.0,5193.0,7675.0
142,52.5,4776.0,4960.0,7397.0
143,53.5,4625.0,5021.0,6965.0
144,54.5,4453.0,4783.0,6868.0
145,55.5,4254.0,4498.0,6551.0
146,56.5,4015.0,4278.0,6565.0
147,57.5,3873.0,4004.0,6244.0
148,58.5,3732.0,3825.0,5961.0
149,59.5,3542.0,3582.0,5803.0
150,60.5,3340.0,3384.0,5557.0
151,61.5,3193.0,3226.0,5234.0
152,62.5,3105.0,3015.0,4964.0
153,63.5,2944.0,2961.0,4661.0
154,64.5,2764.0,3062.0,4534.0
155,65.5,2643.0,2998.0,4394.0
156,66.5,2626.0,2831.0,4207.0
157,67.5,2551.0,2759.0,4019.0
158,68.5,2413.0,2763.0,3974.0
159,69.5,2323.0,2481.0,3758.0
160,70.5,2270.0,2490.0,3786.0
161,71.5,2153.0,2411.0,3648.0
162,72.5,2102.0,2332.0,3563.0
163,73.5,1842.0,2357.0,3438.0
164,74.5,1882.0,2249.0,3359.0
165,75.5,1839.0,2338.0,3252.0
166,76.5,1784.0,2156.0,3271.0
167,77.5,1877.0,2131.0,3167.0
168,78.5,1805.0,2059.0,3236.0
169,79.5,1767.0,2073.0,3154.0
170,80.5,1781.0,2037.0,3170.0
171,81.5,1746.0,2015.0,3168.0
172,82.5,1695.0,1924.0,3030.0
173,83.5,1622.0,1951.0,3067.0
174,84.5,1656.0,2048.0,3080.0
175,85.5,1549.0,1978.0,3086.0
176,86.5,1619.0,1890.0,3062.0
177,87.5,1592.0,1915.0,2990.0
178,88.5,1519.0,1868.0,3016.0
179,89.5,1550.0,2031.0,3007.0
