,P7,P28,P70
1928,43.663,40.659,52.23
1929,33.243,40.659,33.051
1930,2.813,32.987,21.224
1931,21.416,44.878,5.37
1932,1.854,9.078,51.335
1933,48.202,11.379,11.251
1934,45.709,19.69,39.38
1935,65.847,44.047,2.877
1936,43.919,17.197,40.339
1937,11.315,20.649,62.075
1938,72.304,34.713,4.795
1939,58.751,29.727,26.467
1940,21.992,9.525,12.083
1941,48.266,7.863,43.152
1942,38.229,47.755,3.005
1943,51.463,26.722,3.069
1944,109.127,47.371,73.199
1945,52.294,56.002,49.609
1946,31.006,37.846,37.654
1947,47.307,46.54,0.959
1948,26.083,54.531,1.47
1949,35.672,21.544,61.947
1950,38.805,52.869,1.79
1951,6.904,28.576,9.525
1952,31.006,26.147,67.637
1953,1.79,29.279,42.449
1954,42.321,2.365,3.9
1955,42.257,66.294,65.527
1956,13.873,21.416,43.536
1957,68.851,46.668,30.111
1958,33.307,69.682,6.009
1959,1.151,17.836,38.997
1960,1.215,55.298,1.726
1961,0.767,4.859,4.923
1962,19.243,1.47,56.449
1963,45.006,3.644,48.586
1964,79.144,14.704,67.509
1965,58.623,37.398,69.874
1966,38.933,3.836,6.009
1967,30.111,55.554,4.539
1968,74.733,23.462,4.986
1969,27.298,42.704,31.453
1970,13.553,58.495,44.111
1971,14.768,30.238,35.353
1972,1.534,22.887,40.531
1973,62.267,3.388,26.147
1974,15.471,45.006,4.283
1975,30.174,37.526,3.964
1976,67.189,22.311,42.129
1977,6.393,27.106,40.851
1978,20.329,21.928,28.001
1979,21.416,31.197,31.389
1980,8.95,31.837,5.05
1981,1.023,43.216,31.006
1982,111.812,17.453,47.052
1983,80.87,24.932,30.75
1984,0.767,25.635,75.116
1985,29.343,1.726,3.26
1986,83.619,31.964,22.95
1987,1.343,29.663,2.877
1988,38.613,36.631,28.129
1989,31.964,26.019,1.47
1990,38.741,14.704,46.54
1991,51.207,33.754,41.554
1992,11.763,32.348,37.462
1993,91.482,51.91,53.636
1994,197.093,45.709,69.746
1995,3.644,34.458,1.854
1996,55.107,15.343,55.682
1997,5.498,50.184,3.516
1998,8.119,35.225,20.777
1999,58.239,36.376,27.106
2000,41.746,57.6,17.069
2001,14.512,14.448,35.992
2002,74.158,55.362,7.671
2003,36.184,49.992,42.065
2004,30.558,56.066,35.672
2005,4.155,23.909,2.493
2006,44.175,40.914,33.499
2007,221.386,7.224,
2008,102.031,9.525,
2009,4.411,46.412,
2010,4.539,12.21,
2011,15.407,15.407,
2012,62.906,26.722,
2013,1.79,38.166,
2014,35.289,50.12,
2015,13.681,6.457,
2016,15.663,36.503,
2017,116.031,25.188,
2018,37.462,19.882,
2019,46.796,29.407,
2020,48.011,57.6,
2021,58.942,14.512,
2022,34.33,37.079,
2023,37.654,29.152,
2024,23.014,19.434,
2025,33.371,1.343,
2026,50.248,7.799,
2027,39.316,8.95,
2028,45.709,3.9,
2029,78.313,41.106,
2030,41.042,6.521,
2031,2.365,3.069,
2032,72.24,29.983,
2033,130.99,26.275,
2034,42.001,62.075,
2035,56.385,29.855,
2036,27.234,29.791,
2037,77.098,17.772,
2038,37.143,37.974,
2039,56.769,34.969,
2040,20.777,19.498,
2041,166.663,2.621,
2042,53.189,50.312,
2043,36.695,44.047,
2044,53.892,28.704,
2045,79.336,51.015,
2046,46.924,62.842,
2047,61.755,53.764,
2048,27.042,10.101,
2049,53.892,4.347,
2050,52.933,31.964,
2051,56.13,42.896,
2052,12.146,14.768,
2053,40.787,22.759,
2054,67.637,2.685,
2055,42.193,40.978,
2056,34.713,58.751,
2057,114.113,40.978,
2058,72.495,36.376,
2059,30.75,48.842,
2060,1.215,20.521,
2061,47.563,31.709,
2062,13.297,51.591,
2063,2.429,39.636,
2064,75.82,28.193,
2065,36.12,13.936,
2066,3.516,3.772,
2067,26.211,7.991,
2068,62.522,26.083,
2069,48.266,5.69,
2070,7.416,2.174,
2071,51.91,46.668,
2072,2.11,3.58,
2073,38.357,36.056,
2074,1.726,15.727,
2075,28.257,60.029,
2076,28.065,29.727,
2077,6.329,41.362,
2078,45.901,56.833,
2079,42.96,42.193,
2080,4.475,30.366,
2081,1.151,39.38,
2082,62.331,8.95,
2083,57.472,3.964,
2084,27.298,1.982,
2085,55.618,40.531,
2086,96.66,33.754,
2087,40.851,35.417,
2088,17.261,32.796,
2089,14.512,7.671,
2090,33.179,27.745,
2091,43.216,10.229,
2092,53.317,39.828,
2093,52.55,37.654,
2094,6.904,24.677,
2095,44.622,57.28,
2096,29.791,37.718,
2097,4.219,36.376,
2098,81.19,1.406,
2099,3.196,32.156,
2100,42.513,45.39,
2101,120.57,40.211,
2102,73.007,35.736,
2103,28.193,6.776,
2104,19.69,1.918,
2105,52.805,2.557,
2106,43.216,28.257,
2107,7.032,60.157,
2108,31.964,2.941,
2109,136.488,26.978,
2110,54.915,24.613,
2111,53.445,6.649,
2112,77.034,18.923,
2113,68.851,16.813,
2114,48.906,13.873,
2115,73.518,31.006,
2116,65.463,9.973,
2117,132.077,30.238,
2118,47.691,29.855,
2119,60.796,48.011,
2120,8.055,80.486,
2121,50.376,4.091,
2122,11.06,41.042,
2123,66.614,39.316,
2124,65.399,35.864,
2125,2.749,62.075,
2126,64.568,35.225,
2127,45.262,64.568,
2128,52.741,31.133,
2129,253.478,46.093,
2130,35.992,37.207,
2131,54.34,49.545,
2132,7.991,55.171,
2133,53.636,26.594,
2134,56.13,43.344,
2135,62.139,50.184,
2136,26.722,50.568,
2137,15.407,6.713,
2138,27.042,41.554,
2139,60.157,17.325,
2140,16.046,29.088,
2141,2.11,36.056,
2142,8.95,28.448,
2143,55.81,45.326,
2144,46.732,25.188,
2145,67.701,32.923,
2146,68.724,49.033,
2147,6.84,4.283,
2148,41.362,34.905,
2149,51.527,33.307,
2150,0.959,43.216,
2151,55.554,7.927,
2152,49.609,32.348,
2153,46.732,35.864,
2154,41.362,17.261,
2155,26.467,50.887,
2156,32.156,8.439,
2157,29.343,28.704,
2158,12.658,83.235,
2159,,31.197,
2160,,31.773,
2161,,8.247,
2162,,5.434,
2163,,35.225,
2164,,59.262,
2165,,34.586,
2166,,39.316,
2167,,38.549,
2168,,24.996,
2169,,11.188,
2170,,33.818,
2171,,24.485,
2172,,7.671,
2173,,22.695,
2174,,23.014,
2175,,34.138,
2176,,10.996,
2177,,34.905,
2178,,18.028,
2179,,39.252,
2180,,35.8,
2181,,39.38,
2182,,29.919,
2183,,7.032,
2184,,61.883,
2185,,31.453,
2186,,35.417,
2187,,20.457,
2188,,17.9,
2189,,48.522,
2190,,1.279,
2191,,41.106,
2192,,43.088,
2193,,38.869,
2194,,25.06,
2195,,39.508,
2196,,32.348,
2197,,31.261,
2198,,39.188,
2199,,32.22,
2200,,38.038,
2201,,59.901,
2202,,46.732,
2203,,43.727,
2204,,42.001,
2205,,38.102,
