,Orientation,TR1,TR2,TR3
134,44.5,7662.0,4040.0,2370.0
135,45.5,7478.0,4112.0,2312.0
136,46.5,7116.0,4031.0,2253.0
137,47.5,7075.0,3875.0,2291.0
138,48.5,6740.0,3664.0,2252.0
139,49.5,6496.0,3340.0,2263.0
140,50.5,6209.0,3285.0,2171.0
141,51.5,5826.0,3084.0,2161.0
142,52.5,5719.0,3024.0,2086.0
143,53.5,5589.0,2848.0,2056.0
144,54.5,5205.0,2584.0,2091.0
145,55.5,4841.0,2314.0,2072.0
146,56.5,4663.0,2096.0,2109.0
147,57.5,4359.0,2068.0,2252.0
148,58.5,4116.0,1950.0,2162.0
149,59.5,3985.0,1766.0,2280.0
150,60.5,3761.0,1684.0,2214.0
151,61.5,3624.0,1702.0,2246.0
152,62.5,3490.0,1571.0,2385.0
153,63.5,3376.0,1549.0,2343.0
154,64.5,3232.0,1462.0,2248.0
155,65.5,2957.0,1381.0,2289.0
156,66.5,2893.0,1312.0,2175.0
157,67.5,2784.0,1217.0,2152.0
158,68.5,2684.0,1237.0,2138.0
159,69.5,2616.0,1112.0,2237.0
160,70.5,2559.0,1114.0,2469.0
161,71.5,2482.0,1047.0,2421.0
162,72.5,2388.0,978.0,2348.0
163,73.5,2356.0,949.0,2508.0
164,74.5,2229.0,926.0,2390.0
165,75.5,2220.0,935.0,2497.0
166,76.5,2254.0,885.0,2668.0
167,77.5,2208.0,890.0,2774.0
168,78.5,2163.0,872.0,2961.0
169,79.5,2097.0,855.0,2932.0
170,80.5,2081.0,819.0,2937.0
171,81.5,2095.0,910.0,2987.0
172,82.5,1996.0,790.0,3131.0
173,83.5,1962.0,849.0,3205.0
174,84.5,1886.0,783.0,3212.0
175,85.5,1966.0,802.0,3259.0
176,86.5,1913.0,811.0,3521.0
177,87.5,1916.0,822.0,3538.0
178,88.5,1947.0,802.0,3723.0
179,89.5,1955.0,864.0,3789.0
