,Orientation,TR1,TR2,TR3
63,-26.5,3818.0,17110.0,10148.0
64,-25.5,4327.0,19450.0,11174.0
65,-24.5,5012.0,21636.0,12559.0
66,-23.5,5599.0,24027.0,13805.0
67,-22.5,6973.0,24301.0,14921.0
68,-21.5,8643.0,25500.0,15757.0
69,-20.5,10042.0,26772.0,17017.0
70,-19.5,11631.0,27459.0,17811.0
71,-18.5,13114.0,28078.0,18103.0
72,-17.5,15096.0,28119.0,18245.0
73,-16.5,17127.0,28631.0,19448.0
74,-15.5,19308.0,28562.0,19991.0
75,-14.5,22316.0,27920.0,20231.0
76,-13.5,24360.0,27919.0,20963.0
77,-12.5,26825.0,28586.0,21502.0
78,-11.5,29423.0,28182.0,22480.0
79,-10.5,31824.0,28465.0,23712.0
80,-9.5,33948.0,27707.0,24675.0
81,-8.5,36733.0,27569.0,25135.0
82,-7.5,38573.0,27691.0,25513.0
83,-6.5,40285.0,27179.0,25887.0
84,-5.5,40740.0,25830.0,25808.0
85,-4.5,40411.0,24308.0,25730.0
86,-3.5,40739.0,22948.0,24909.0
87,-2.5,40243.0,21562.0,24735.0
88,-1.5,39506.0,20452.0,24958.0
89,-0.5,37898.0,18683.0,23907.0
90,0.5,36947.0,17501.0,24019.0
91,1.5,35367.0,16763.0,24699.0
92,2.5,33210.0,15419.0,23687.0
93,3.5,31512.0,14285.0,21996.0
94,4.5,29472.0,12659.0,20838.0
95,5.5,26475.0,11977.0,19759.0
96,6.5,23335.0,11354.0,19242.0
97,7.5,21330.0,10605.0,18485.0
98,8.5,19484.0,9531.0,17429.0
99,9.5,17454.0,9006.0,16147.0
100,10.5,15297.0,8295.0,14888.0
101,11.5,13348.0,8039.0,13789.0
102,12.5,11496.0,7591.0,13120.0
103,13.5,9879.0,7319.0,12043.0
104,14.5,8391.0,6689.0,11733.0
105,15.5,7130.0,6244.0,11339.0
106,16.5,6022.0,5608.0,10691.0
107,17.5,5008.0,5349.0,9768.0
108,18.5,4256.0,4743.0,9085.0
109,19.5,3854.0,4491.0,8629.0
110,20.5,3575.0,4327.0,8497.0
111,21.5,3205.0,3954.0,7388.0
112,22.5,2661.0,3502.0,6538.0
113,23.5,2226.0,3267.0,6296.0
114,24.5,1980.0,2978.0,5800.0
115,25.5,1688.0,2718.0,5156.0
116,26.5,1328.0,2642.0,4463.0
117,27.5,1103.0,2477.0,4009.0
118,28.5,960.0,2328.0,3705.0
119,29.5,830.0,1991.0,3407.0
120,30.5,790.0,1806.0,3328.0
121,31.5,719.0,1655.0,2930.0
122,32.5,608.0,1520.0,2651.0
123,33.5,539.0,1395.0,2326.0
124,34.5,480.0,1248.0,2220.0
125,35.5,373.0,1282.0,1972.0
126,36.5,403.0,1378.0,1777.0
127,37.5,393.0,1151.0,1768.0
128,38.5,377.0,971.0,1710.0
129,39.5,337.0,769.0,1642.0
130,40.5,296.0,685.0,1579.0
131,41.5,195.0,544.0,1527.0
132,42.5,151.0,531.0,1290.0
133,43.5,124.0,525.0,1106.0
134,44.5,123.0,637.0,941.0
135,45.5,96.0,496.0,907.0
136,46.5,81.0,439.0,872.0
137,47.5,81.0,410.0,773.0
138,48.5,72.0,323.0,722.0
139,49.5,68.0,257.0,668.0
140,50.5,77.0,260.0,579.0
141,51.5,65.0,216.0,502.0
142,52.5,61.0,242.0,459.0
143,53.5,79.0,192.0,400.0
144,54.5,73.0,184.0,398.0
145,55.5,74.0,166.0,374.0
146,56.5,99.0,138.0,341.0
147,57.5,138.0,133.0,306.0
148,58.5,142.0,116.0,332.0
149,59.5,152.0,150.0,280.0
150,60.5,74.0,135.0,263.0
151,61.5,56.0,159.0,271.0
152,62.5,49.0,112.0,237.0
153,63.5,42.0,117.0,188.0
154,64.5,42.0,118.0,176.0
155,65.5,43.0,104.0,174.0
156,66.5,37.0,113.0,158.0
157,67.5,54.0,90.0,137.0
158,68.5,28.0,92.0,131.0
159,69.5,39.0,76.0,120.0
160,70.5,37.0,78.0,107.0
161,71.5,47.0,74.0,98.0
162,72.5,47.0,84.0,78.0
163,73.5,41.0,81.0,81.0
164,74.5,23.0,80.0,64.0
165,75.5,25.0,85.0,84.0
166,76.5,18.0,82.0,79.0
167,77.5,16.0,67.0,50.0
168,78.5,21.0,67.0,79.0
169,79.5,16.0,81.0,68.0
170,80.5,15.0,78.0,71.0
171,81.5,16.0,85.0,61.0
172,82.5,12.0,77.0,64.0
173,83.5,11.0,88.0,60.0
174,84.5,13.0,72.0,67.0
175,85.5,14.0,89.0,62.0
176,86.5,14.0,68.0,64.0
177,87.5,13.0,83.0,62.0
178,88.5,12.0,84.0,62.0
179,89.5,4.0,78.0,71.0
