,Orientation,TR1,TR2,TR3
103,13.5,5708.0,13133.0,8885.0
104,14.5,4958.0,12721.0,8213.0
105,15.5,4560.0,11489.0,7455.0
106,16.5,4063.0,10304.0,7031.0
107,17.5,3528.0,9096.0,6338.0
108,18.5,3239.0,7960.0,5666.0
109,19.5,3065.0,6930.0,5351.0
110,20.5,2640.0,6069.0,4879.0
111,21.5,2460.0,5146.0,4278.0
112,22.5,2244.0,4517.0,4191.0
113,23.5,2137.0,4051.0,3939.0
114,24.5,1945.0,3297.0,3747.0
115,25.5,1697.0,3085.0,3509.0
116,26.5,1706.0,2611.0,3341.0
117,27.5,1465.0,2131.0,3245.0
118,28.5,1346.0,1658.0,2992.0
119,29.5,1201.0,1566.0,2624.0
120,30.5,1114.0,1193.0,2543.0
121,31.5,904.0,1015.0,2315.0
122,32.5,860.0,905.0,2175.0
123,33.5,752.0,788.0,2275.0
124,34.5,729.0,692.0,2133.0
125,35.5,704.0,500.0,2311.0
126,36.5,571.0,499.0,1867.0
127,37.5,589.0,474.0,1792.0
128,38.5,594.0,470.0,1636.0
129,39.5,505.0,423.0,1590.0
130,40.5,471.0,404.0,1567.0
131,41.5,398.0,395.0,1573.0
132,42.5,390.0,397.0,1615.0
133,43.5,365.0,283.0,1535.0
134,44.5,354.0,201.0,1490.0
135,45.5,369.0,202.0,1396.0
136,46.5,418.0,193.0,1277.0
137,47.5,341.0,194.0,1178.0
138,48.5,291.0,197.0,1088.0
139,49.5,299.0,190.0,1020.0
140,50.5,252.0,150.0,964.0
141,51.5,277.0,184.0,951.0
142,52.5,292.0,184.0,927.0
143,53.5,272.0,222.0,763.0
144,54.5,211.0,117.0,708.0
145,55.5,220.0,112.0,655.0
146,56.5,225.0,124.0,578.0
147,57.5,227.0,153.0,549.0
148,58.5,202.0,187.0,545.0
149,59.5,177.0,142.0,480.0
150,60.5,156.0,131.0,506.0
151,61.5,139.0,112.0,472.0
152,62.5,120.0,124.0,451.0
153,63.5,120.0,88.0,451.0
154,64.5,108.0,71.0,476.0
155,65.5,111.0,57.0,459.0
156,66.5,97.0,50.0,482.0
157,67.5,84.0,56.0,480.0
158,68.5,74.0,51.0,443.0
159,69.5,84.0,37.0,407.0
160,70.5,69.0,53.0,366.0
161,71.5,63.0,51.0,316.0
162,72.5,65.0,46.0,282.0
163,73.5,65.0,51.0,273.0
164,74.5,75.0,54.0,263.0
165,75.5,64.0,50.0,258.0
166,76.5,67.0,55.0,217.0
167,77.5,57.0,37.0,164.0
168,78.5,70.0,40.0,166.0
169,79.5,67.0,40.0,150.0
170,80.5,77.0,30.0,145.0
171,81.5,71.0,28.0,126.0
172,82.5,64.0,27.0,170.0
173,83.5,62.0,33.0,147.0
174,84.5,71.0,28.0,125.0
175,85.5,86.0,17.0,120.0
176,86.5,88.0,17.0,137.0
177,87.5,134.0,37.0,125.0
178,88.5,92.0,24.0,118.0
179,89.5,86.0,27.0,130.0
