,Orientation,TR1,TR2,TR3
95,5.5,7303.0,3901.0,7691.0
96,6.5,7265.0,4040.0,7667.0
97,7.5,7398.0,3981.0,7658.0
98,8.5,7532.0,4027.0,7912.0
99,9.5,7768.0,3949.0,8303.0
100,10.5,7603.0,3963.0,8342.0
101,11.5,7612.0,4029.0,8500.0
102,12.5,7903.0,4297.0,8928.0
103,13.5,7959.0,4267.0,8904.0
104,14.5,8231.0,4402.0,9089.0
105,15.5,8328.0,4535.0,8786.0
106,16.5,8252.0,4665.0,9057.0
107,17.5,8301.0,4683.0,9254.0
108,18.5,8161.0,4909.0,9013.0
109,19.5,8602.0,5193.0,9380.0
110,20.5,8545.0,5210.0,9599.0
111,21.5,8421.0,5631.0,9673.0
112,22.5,8474.0,5911.0,10086.0
113,23.5,8684.0,6132.0,10011.0
114,24.5,8598.0,6275.0,9990.0
115,25.5,8755.0,6433.0,10271.0
116,26.5,8665.0,6613.0,10327.0
117,27.5,8922.0,6777.0,10560.0
118,28.5,8718.0,6980.0,10686.0
119,29.5,8661.0,7218.0,11054.0
120,30.5,8861.0,7564.0,11087.0
121,31.5,8886.0,7926.0,11211.0
122,32.5,8756.0,8409.0,11311.0
123,33.5,8595.0,8537.0,11283.0
124,34.5,8805.0,8787.0,11278.0
125,35.5,8589.0,9025.0,11249.0
126,36.5,8579.0,9655.0,11199.0
127,37.5,8555.0,10189.0,11220.0
128,38.5,8382.0,10387.0,11233.0
129,39.5,7911.0,10541.0,11066.0
130,40.5,7507.0,10667.0,10919.0
131,41.5,7259.0,10626.0,10830.0
132,42.5,6973.0,11110.0,10426.0
133,43.5,6563.0,11042.0,10094.0
134,44.5,6351.0,10709.0,9660.0
135,45.5,6157.0,10484.0,9261.0
136,46.5,5933.0,10008.0,8872.0
137,47.5,5651.0,9830.0,8429.0
138,48.5,5475.0,9424.0,8078.0
139,49.5,5349.0,9205.0,7386.0
140,50.5,5187.0,8748.0,6974.0
141,51.5,4883.0,8717.0,6765.0
142,52.5,4583.0,8521.0,6189.0
143,53.5,4405.0,8299.0,5832.0
144,54.5,4193.0,7918.0,5724.0
145,55.5,3883.0,7734.0,5455.0
146,56.5,3614.0,7347.0,5199.0
147,57.5,3408.0,6998.0,5029.0
148,58.5,3374.0,6769.0,4917.0
149,59.5,3161.0,6647.0,4566.0
150,60.5,3013.0,6209.0,4154.0
151,61.5,3006.0,5875.0,3937.0
152,62.5,2853.0,5685.0,3842.0
153,63.5,2765.0,5523.0,3491.0
154,64.5,2621.0,5285.0,3382.0
155,65.5,2627.0,5150.0,3186.0
156,66.5,2537.0,4819.0,3068.0
157,67.5,2437.0,5020.0,3033.0
158,68.5,2412.0,4948.0,2905.0
159,69.5,2285.0,4612.0,2775.0
160,70.5,2248.0,4420.0,2573.0
161,71.5,2134.0,4357.0,2451.0
162,72.5,2137.0,3933.0,2273.0
163,73.5,1979.0,3997.0,2137.0
164,74.5,1975.0,3762.0,2046.0
165,75.5,1835.0,3727.0,2019.0
166,76.5,1816.0,3646.0,2015.0
167,77.5,1815.0,3625.0,1928.0
168,78.5,1781.0,3471.0,1954.0
169,79.5,1750.0,3547.0,1851.0
170,80.5,1742.0,3373.0,1904.0
171,81.5,1659.0,3442.0,1781.0
172,82.5,1750.0,3312.0,1859.0
173,83.5,1729.0,3313.0,1827.0
174,84.5,1691.0,3180.0,1821.0
175,85.5,1655.0,3088.0,1887.0
176,86.5,1629.0,3145.0,1818.0
177,87.5,1659.0,3074.0,1814.0
178,88.5,1659.0,3110.0,1846.0
179,89.5,1698.0,3068.0,1737.0
